Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers
Mayte Garcia,5,65.0,1231,4330.0,1902,1,0,0,0,0,0,0,0,0,0,0
Arnel Pineda,4,40.0,823,7071.0,703,0,0,0,0,0,0,0,1,0,0,0
Sean Astin,7,295.0,4791,959.0,488,1,0,0,0,0,0,0,0,0,0,0
Christopher Daniels,4,30.0,637,9487.0,160,0,0,1,0,0,0,0,0,0,0,0
Jana Kramer,5,99.0,1068,2882.0,1356,1,0,0,0,0,0,0,0,0,0,0
Rohit Roy,3,25.0,1108,11449.0,4025,1,0,0,0,0,0,0,0,0,0,0
Jimmer Fredette,4,50.0,511,5725.0,147,0,0,1,0,0,0,0,0,0,0,0
Enes Kanter,4,50.0,1363,5763.0,151,0,0,1,0,0,0,0,0,0,0,0
Billy Gilman,4,40.0,239,7323.0,729,0,0,0,0,0,0,0,1,0,0,0
Vic Mignogna,4,40.0,1442,7361.0,1121,0,0,0,0,0,0,0,0,0,1,0
Tyson Gay,4,35.0,433,8415.0,17,0,0,1,0,0,0,0,0,0,0,0
Craig Bierko,3,20.0,531,14975.0,4863,1,0,0,0,0,0,0,0,0,0,0
Alyssa Milano,7,300.0,10523,1001.0,514,1,0,0,0,0,0,0,0,0,0,0
Adelaide Kane,5,75.0,1640,4020.0,1795,1,0,0,0,0,0,0,0,0,0,0
LeGarrette Blount,5,70.0,497,4308.0,104,0,0,1,0,0,0,0,0,0,0,0
Angelica Hale,4,50.0,1490,6033.0,590,0,0,0,0,0,0,0,1,0,0,0
William Fichtner,6,125.0,3186,2417.0,1158,1,0,0,0,0,0,0,0,0,0,0
Kira Kosarin,4,30.0,889,10150.0,1677,0,0,0,0,0,0,0,0,0,1,0
Rick Edwards,3,15.0,577,20318.0,548,1,0,0,0,0,0,0,0,0,0,0
Nick Young,6,150.0,1134,2039.0,51,0,0,1,0,0,0,0,0,0,0,0
Chris Blue,3,15.0,54,20504.0,2278,0,0,0,0,0,0,0,1,0,0,0
Amy Jo Johnson,5,75.0,1215,4106.0,1823,1,0,0,0,0,0,0,0,0,0,0
Jake Quickenden,3,17.0,206,18176.0,3302,0,0,0,0,0,0,0,0,0,1,0
Shelby Blackstock,3,25.0,479,12413.0,2128,0,0,0,0,0,0,0,0,0,1,0
Iain Lee,3,25.0,231,12430.0,6,0,0,0,0,0,0,0,0,1,0,0
Ric Flair,7,500.0,4069,625.0,4,0,0,1,0,0,0,0,0,0,0,0
Ally Law,2,10.0,110,31329.0,123,0,0,0,0,0,0,0,0,1,0,0
Elijah Daniel,3,15.0,380,20943.0,3870,0,0,0,0,0,0,0,0,0,1,0
Stephen Bear,4,35.0,391,8986.0,1431,0,0,0,0,0,0,0,0,0,1,0
Shayne Ward,4,37.0,379,8561.0,866,0,0,0,0,0,0,0,1,0,0,0
Steele Johnson,2,10.0,78,31707.0,122,0,0,1,0,0,0,0,0,0,0,0
Lori Petty,5,100.0,2417,3174.0,1477,1,0,0,0,0,0,0,0,0,0,0
Courtney Stodden,5,100.0,1598,3181.0,41,0,0,0,0,0,0,1,0,0,0,0
Shawnee Smith,4,40.0,1107,8011.0,3097,1,0,0,0,0,0,0,0,0,0,0
Robyn Lively,4,49.0,1714,6541.0,2643,1,0,0,0,0,0,0,0,0,0,0
Briana Evigan,4,45.0,791,7134.0,2823,1,0,0,0,0,0,0,0,0,0,0
Mark Indelicato,2,10.0,252,32152.0,6190,0,0,0,0,0,0,0,0,0,1,0
Cody Garbrandt,5,100.0,2909,3223.0,42,0,0,1,0,0,0,0,0,0,0,0
Odette Annable,5,75.0,1977,4323.0,1898,1,0,0,0,0,0,0,0,0,0,0
Chris Klein,5,65.0,2264,4992.0,2144,1,0,0,0,0,0,0,0,0,0,0
James Cosmo,4,50.0,1975,6491.0,2625,1,0,0,0,0,0,0,0,0,0,0
Jonathan Lipnicki,4,45.0,1262,7228.0,2855,1,0,0,0,0,0,0,0,0,0,0
Kimiko Glenn,4,45.0,1142,7244.0,1102,0,0,0,0,0,0,0,0,0,1,0
Marguerite Moreau,4,35.0,739,9317.0,3460,1,0,0,0,0,0,0,0,0,0,0
Tank Abbott,3,25.0,679,13075.0,176,0,0,1,0,0,0,0,0,0,0,0
Rey Mysterio,6,250.0,6400,1309.0,17,0,0,1,0,0,0,0,0,0,0,0
Terrelle Pryor,5,55.0,443,5974.0,147,0,0,1,0,0,0,0,0,0,0,0
Torrie Wilson,5,65.0,917,5066.0,73,0,0,1,0,0,0,0,0,0,0,0
Carmen Carrera,4,50.0,730,6586.0,8,0,0,0,0,0,0,1,0,0,0,0
Desiigner,6,150.0,748,2199.0,214,0,0,0,0,0,0,0,1,0,0,0
Graham Elliot,4,35.0,700,9487.0,21,0,0,0,0,1,0,0,0,0,0,0
Al Iaquinta,4,50.0,816,6664.0,105,0,0,1,0,0,0,0,0,0,0,0
Frankie Edgar,5,85.0,4581,3923.0,56,0,0,1,0,0,0,0,0,0,0,0
OMAROSA,5,99.0,1235,3391.0,139,0,0,0,0,0,0,0,0,0,1,0
Boy George,7,300.0,3595,1126.0,117,0,0,0,0,0,0,0,1,0,0,0
Seth Curry,6,180.0,5382,1878.0,46,0,0,1,0,0,0,0,0,0,0,0
Samantha Fox,5,65.0,1388,5203.0,497,0,0,0,0,0,0,0,1,0,0,0
Brian Banks,5,55.0,1323,6158.0,151,0,0,1,0,0,0,0,0,0,0,0
Elijah Wood,7,275.0,4556,1233.0,630,1,0,0,0,0,0,0,0,0,0,0
Kevin Nash,6,105.0,1960,3233.0,49,1,0,0,0,0,0,0,0,0,0,0
Drake Bell,6,127.0,4304,2674.0,1270,1,0,0,0,0,0,0,0,0,0,0
Tara Reid,6,150.0,2991,2277.0,1095,1,0,0,0,0,0,0,0,0,0,0
Kiely Williams,4,33.0,661,10441.0,1070,0,0,0,0,0,0,0,1,0,0,0
Kimber Lee,3,15.0,387,23021.0,418,0,0,1,0,0,0,0,0,0,0,0
Nolan North,5,70.0,1502,4948.0,2130,1,0,0,0,0,0,0,0,0,0,0
Danica McKellar,6,150.0,2755,2318.0,1114,1,0,0,0,0,0,0,0,0,0,0
David Henrie,4,50.0,2185,7015.0,2779,1,0,0,0,0,0,0,0,0,0,0
Michelle Carter,2,10.0,75,35238.0,139,0,0,1,0,0,0,0,0,0,0,0
Erika Christensen,5,75.0,1306,4703.0,2043,1,0,0,0,0,0,0,0,0,0,0
Vitor Belfort,5,80.0,1328,4432.0,63,0,0,1,0,0,0,0,0,0,0,0
Kristanna Loken,5,55.0,1032,6476.0,2619,1,0,0,0,0,0,0,0,0,0,0
Elisabeth Rohm,4,50.0,1352,7134.0,1083,0,0,0,0,0,0,0,0,0,1,0
Carole Radziwill,5,75.0,1584,4758.0,1,1,0,0,0,0,0,0,0,0,0,0
Henry Cejudo,4,50.0,2192,7144.0,111,0,0,1,0,0,0,0,0,0,0,0
Uri Geller,4,50.0,764,7144.0,1086,0,0,0,0,0,0,0,0,0,1,0
Christopher Lloyd,7,288.0,6150,1242.0,636,1,0,0,0,0,0,0,0,0,0,0
Cung Le,3,25.0,451,14333.0,191,0,0,1,0,0,0,0,0,0,0,0
David Otunga,5,77.0,1105,4654.0,637,0,0,0,0,0,0,0,0,0,1,0
Alexander Vlahos,4,30.0,512,11974.0,2032,0,0,0,0,0,0,0,0,0,1,0
Frank Grillo,6,125.0,6288,2874.0,1355,1,0,0,0,0,0,0,0,0,0,0
Abby Lee Miller,5,99.0,2134,3633.0,465,0,0,0,0,0,0,0,0,0,1,0
Clare Grant,4,30.0,954,12082.0,4177,1,0,0,0,0,0,0,0,0,0,0
Cardale Jones,4,45.0,301,8061.0,218,0,0,1,0,0,0,0,0,0,0,0
Mya,6,150.0,3629,2421.0,1161,1,0,0,0,0,0,0,0,0,0,0
Holly Madison,5,99.0,1536,3673.0,1668,1,0,0,0,0,0,0,0,0,0,0
Ben Haenow,3,20.0,118,18220.0,1992,0,0,0,0,0,0,0,1,0,0,0
Garrett Clayton,4,40.0,647,9156.0,3420,1,0,0,0,0,0,0,0,0,0,0
Soulja Boy,6,150.0,2131,2443.0,235,0,0,0,0,0,0,0,1,0,0,0
Matthew Wilkas,3,20.0,157,18429.0,3353,0,0,0,0,0,0,0,0,0,1,0
Thomas Ian Nicholas,4,40.0,995,9295.0,3453,1,0,0,0,0,0,0,0,0,0,0
Xander Berkeley,4,50.0,1102,7474.0,2931,1,0,0,0,0,0,0,0,0,0,0
Nivea,4,40.0,793,9353.0,1497,0,0,0,0,0,0,0,0,0,1,0
Spencer Stone,4,40.0,408,9388.0,1504,0,0,0,0,0,0,0,0,0,1,0
Annabeth Gish,5,60.0,1875,6261.0,2553,1,0,0,0,0,0,0,0,0,0,0
Kiera Hogan,3,15.0,514,25049.0,452,0,0,1,0,0,0,0,0,0,0,0
Larry Holmes,5,75.0,2401,5027.0,37,0,0,1,0,0,0,0,0,0,0,0
Georges St-Pierre,7,400.0,6996,945.0,8,0,0,1,0,0,0,0,0,0,0,0
Buster Douglas,5,60.0,2439,6311.0,50,0,0,1,0,0,0,0,0,0,0,0
Brandon Micheal Hall,3,25.0,293,15170.0,2683,0,0,0,0,0,0,0,0,0,1,0
Onision,5,59.0,1593,6462.0,19,0,0,0,0,0,0,0,0,1,0,0
Penn Jillette,5,99.0,2054,3852.0,1733,1,0,0,0,0,0,0,0,0,0,0
Lolo Jones,5,57.0,1748,6712.0,4,0,0,1,0,0,0,0,0,0,0,0
Gail Kim,5,60.0,982,6393.0,106,0,0,1,0,0,0,0,0,0,0,0
Tommy Lee,7,400.0,4510,959.0,103,0,0,0,0,0,0,0,1,0,0,0
Rachael MacFarlane,4,50.0,922,7684.0,3004,1,0,0,0,0,0,0,0,0,0,0
Kanika Kapoor,5,60.0,645,6446.0,961,0,0,0,0,0,0,0,0,0,1,0
Richard Thomas,5,80.0,2151,4839.0,2092,1,0,0,0,0,0,0,0,0,0,0
Sanjaya Malakar,3,15.0,183,25863.0,2907,0,0,0,0,0,0,0,1,0,0,0
Jordin Sparks,5,100.0,2387,3882.0,378,0,0,0,0,0,0,0,1,0,0,0
Gary Dourdan,5,75.0,1618,5198.0,2214,1,0,0,0,0,0,0,0,0,0,0
Eryk Anders,4,30.0,192,13014.0,175,0,0,1,0,0,0,0,0,0,0,0
Yuri Lowenthal,4,49.0,1178,7971.0,3084,1,0,0,0,0,0,0,0,0,0,0
Michael Rapaport,6,199.0,3520,1966.0,967,1,0,0,0,0,0,0,0,0,0,0
Bo Derek,6,200.0,10031,1962.0,964,1,0,0,0,0,0,0,0,0,0,0
Michael Beach,3,25.0,874,15745.0,5039,1,0,0,0,0,0,0,0,0,0,0
Montee Ball,3,20.0,160,19715.0,588,0,0,1,0,0,0,0,0,0,0,0
Becca Kufrin,5,75.0,701,5266.0,741,0,0,0,0,0,0,0,0,0,1,0
Kelly Hu,5,100.0,1960,3954.0,1769,1,0,0,0,0,0,0,0,0,0,0
Uriah Hall,4,50.0,1733,7922.0,121,0,0,1,0,0,0,0,0,0,0,0
Jon Dorenbos,4,50.0,247,7934.0,211,0,0,1,0,0,0,0,0,0,0,0
Noel Gugliemi,4,45.0,894,8845.0,3343,1,0,0,0,0,0,0,0,0,0,0
Fleur East,5,51.0,235,7817.0,784,0,0,0,0,0,0,0,1,0,0,0
Julie Warner,3,25.0,634,15952.0,5085,1,0,0,0,0,0,0,0,0,0,0
Bryton James,3,20.0,828,20029.0,3682,0,0,0,0,0,0,0,0,0,1,0
Ryan Hollins,3,15.0,201,26776.0,743,0,0,1,0,0,0,0,0,0,0,0
Zoe McLellan,4,50.0,1105,8061.0,3118,1,0,0,0,0,0,0,0,0,0,0
Nick Diaz,6,199.0,2070,2026.0,20,0,0,1,0,0,0,0,0,0,0,0
Rikishi,6,109.0,1566,3702.0,56,0,0,1,0,0,0,0,0,0,0,0
Andy Dick,5,99.0,2123,4083.0,12,0,0,0,0,0,1,0,0,0,0,0
Robert Griffin III,6,200.0,824,2023.0,33,0,0,1,0,0,0,0,0,0,0,0
Sam Alvey,3,20.0,277,20242.0,279,0,0,1,0,0,0,0,0,0,0,0
Billy West,4,50.0,1570,8101.0,3129,1,0,0,0,0,0,0,0,0,0,0
Jackie Siegel,3,20.0,382,20282.0,3726,0,0,0,0,0,0,0,0,0,1,0
Erin Cummings,3,20.0,329,20318.0,6037,1,0,0,0,0,0,0,0,0,0,0
Conrad Ricamora,4,39.0,1116,10441.0,1738,0,0,0,0,0,0,0,0,0,1,0
Freddy Adu,5,75.0,1456,5440.0,233,0,0,1,0,0,0,0,0,0,0,0
Danielle Harris,5,70.0,1119,5831.0,2413,1,0,0,0,0,0,0,0,0,0,0
Chavo Guerrero Jr,4,39.0,883,10473.0,182,0,0,1,0,0,0,0,0,0,0,0
Stephan Bonnar,3,20.0,376,20452.0,283,0,0,1,0,0,0,0,0,0,0,0
Jason Sangha,2,10.0,26,40919.0,319,0,0,1,0,0,0,0,0,0,0,0
Mischa Barton,6,150.0,2428,2728.0,1289,1,0,0,0,0,0,0,0,0,0,0
Karen Chen,3,15.0,87,27389.0,54,0,0,1,0,0,0,0,0,0,0,0
Angie Everhart,4,50.0,1429,8220.0,3167,1,0,0,0,0,0,0,0,0,0,0
Laura Jane Grace,4,50.0,600,8250.0,1288,0,0,0,0,0,0,0,0,0,1,0
Georgina Haig,3,20.0,321,20740.0,6127,1,0,0,0,0,0,0,0,0,0,0
Wil Traval,3,25.0,160,16618.0,2967,0,0,0,0,0,0,0,0,0,1,0
Bianca Ryan,3,20.0,324,20774.0,2311,0,0,0,0,0,0,0,1,0,0,0
Coco Vandeweghe,4,50.0,307,8323.0,60,0,0,1,0,0,0,0,0,0,0,0
Kevin Sorbo,5,80.0,1396,5203.0,2217,1,0,0,0,0,0,0,0,0,0,0
Colin Ford,3,25.0,419,16651.0,5244,1,0,0,0,0,0,0,0,0,0,0
Brian J. White,3,25.0,565,16681.0,5252,1,0,0,0,0,0,0,0,0,0,0
Michael Jai White,6,150.0,2697,2782.0,1313,1,0,0,0,0,0,0,0,0,0,0
Nik Richie,2,10.0,144,41786.0,8179,0,0,0,0,0,0,0,0,0,1,0
James Buckley,4,50.0,966,8372.0,1310,0,0,0,0,0,0,0,0,0,1,0
Anthony Michael Hall,6,200.0,4487,2093.0,1021,1,0,0,0,0,0,0,0,0,0,0
Gabriel Chavarria,3,20.0,178,20943.0,6163,1,0,0,0,0,0,0,0,0,0,0
Lio Rush,4,30.0,432,13968.0,254,0,0,1,0,0,0,0,0,0,0,0
Kim Fields,5,90.0,1172,4660.0,2030,1,0,0,0,0,0,0,0,0,0,0
John Dodson,4,35.0,2180,11986.0,160,0,0,1,0,0,0,0,0,0,0,0
Hue Jackson,5,60.0,196,6992.0,180,0,0,1,0,0,0,0,0,0,0,0
Josh Stewart,4,50.0,1503,8398.0,3216,1,0,0,0,0,0,0,0,0,0,0
Brett Favre,7,400.0,2795,1053.0,16,0,0,1,0,0,0,0,0,0,0,0
Lillo Brancato,4,30.0,1707,14065.0,4643,1,0,0,0,0,0,0,0,0,0,0
Maxim Roy,2,10.0,180,42345.0,9667,1,0,0,0,0,0,0,0,0,0,0
Todd Herzog,3,15.0,206,28239.0,5348,0,0,0,0,0,0,0,0,0,1,0
Sam Dekker,3,25.0,439,16973.0,464,0,0,1,0,0,0,0,0,0,0,0
Jack Osbourne,5,80.0,3148,5324.0,2250,1,0,0,0,0,0,0,0,0,0,0
George Sampson,3,20.0,210,21303.0,6229,1,0,0,0,0,0,0,0,0,0,0
Tricia Helfer,5,100.0,2919,4261.0,1880,1,0,0,0,0,0,0,0,0,0,0
Michael Johnson,5,75.0,910,5693.0,91,0,0,1,0,0,0,0,0,0,0,0
Gigi Gorgeous,5,100.0,808,4272.0,579,0,0,0,0,0,0,0,0,0,1,0
Rick Harrison,5,99.0,2379,4323.0,1898,1,0,0,0,0,0,0,0,0,0,0
RiFF RAFF,5,85.0,940,5036.0,478,0,0,0,0,0,0,0,1,0,0,0
Felicia Day,5,100.0,1586,4292.0,1888,1,0,0,0,0,0,0,0,0,0,0
Bonner Bolton,3,25.0,42,17234.0,13,0,0,1,0,0,0,0,0,0,0,0
Kim Richards,6,125.0,5091,3465.0,1586,1,0,0,0,0,0,0,0,0,0,0
Persia White,5,70.0,1848,6193.0,2528,1,0,0,0,0,0,0,0,0,0,0
Jay Cutler,5,75.0,1367,5795.0,3,0,0,1,0,0,0,0,0,0,0,0
Heidi Montag,5,100.0,1473,4349.0,591,0,0,0,0,0,0,0,0,0,1,0
Chris Sarandon,5,99.0,2108,4399.0,1929,1,0,0,0,0,0,0,0,0,0,0
Vidya Vox,5,65.0,546,6712.0,21,0,0,0,0,0,0,0,0,1,0,0
Mark Pellegrino,4,50.0,1064,8745.0,3311,1,0,0,0,0,0,0,0,0,0,0
Tyler Hansbrough,4,50.0,431,8764.0,220,0,0,1,0,0,0,0,0,0,0,0
Aiden Jude,2,7.0,0,62635.0,7444,0,0,0,0,0,0,0,1,0,0,0
John Franklin III,4,50.0,3110,8773.0,245,0,0,1,0,0,0,0,0,0,0,0
Brad Walsh,2,9.0,69,48767.0,5714,0,0,0,0,0,0,0,1,0,0,0
Julia Cumming,2,10.0,48,43925.0,5139,0,0,0,0,0,0,0,1,0,0,0
Ricky Rebel,2,10.0,54,43925.0,5139,0,0,0,0,0,0,0,1,0,0,0
Michael Biehn,5,99.0,2349,4439.0,1947,1,0,0,0,0,0,0,0,0,0,0
Angela Griffin,3,20.0,581,21977.0,599,1,0,0,0,0,0,0,0,0,0,0
Madeline Weinstein,3,20.0,92,22030.0,4093,0,0,0,0,0,0,0,0,0,1,0
Drew Brees,8,550.0,1586,802.0,10,0,0,1,0,0,0,0,0,0,0,0
Chris Leben,3,20.0,471,22077.0,305,0,0,1,0,0,0,0,0,0,0,0
Jessica Keenan Wynn,4,50.0,492,8837.0,3338,1,0,0,0,0,0,0,0,0,0,0
Judson Laipply,2,10.0,176,44515.0,1413,0,0,0,0,0,1,0,0,0,0,0
Sofia Hayat,4,33.0,169,13490.0,2343,0,0,0,0,0,0,0,0,0,1,0
Monica Rial,4,30.0,689,14845.0,2628,0,0,0,0,0,0,0,0,0,1,0
Shannon Moore,3,20.0,306,22293.0,407,0,0,1,0,0,0,0,0,0,0,0
Matt Hughes,5,75.0,1968,5952.0,95,0,0,1,0,0,0,0,0,0,0,0
Deep Roy,4,50.0,1241,8949.0,3367,1,0,0,0,0,0,0,0,0,0,0
The Game,7,299.0,2058,1500.0,142,0,0,0,0,0,0,0,1,0,0,0
Jason Earles,5,70.0,1532,6409.0,2592,1,0,0,0,0,0,0,0,0,0,0
Giuseppe Rossi,4,45.0,700,9975.0,538,0,0,1,0,0,0,0,0,0,0,0
Brandi Glanville,5,100.0,4086,4495.0,612,0,0,0,0,0,0,0,0,0,1,0
Jason David Frank,5,85.0,1103,5290.0,83,0,0,1,0,0,0,0,0,0,0,0
Danny Worsnop,4,30.0,508,15021.0,1585,0,0,0,0,0,0,0,1,0,0,0
Samuel Larsen,3,15.0,960,30048.0,3424,0,0,0,0,0,0,0,1,0,0,0
Kel Mitchell,5,99.0,1514,4555.0,1986,1,0,0,0,0,0,0,0,0,0,0
Larry Manetti,3,20.0,674,22607.0,6476,1,0,0,0,0,0,0,0,0,0,0
Michael Carter-Williams,4,50.0,660,9051.0,231,0,0,1,0,0,0,0,0,0,0,0
Nikki Blonsky,4,40.0,640,11321.0,4003,1,0,0,0,0,0,0,0,0,0,0
Lance Armstrong,7,300.0,4089,1510.0,1,0,0,1,0,0,0,0,0,0,0,0
Taylor Cole,4,50.0,983,9061.0,3401,1,0,0,0,0,0,0,0,0,0,0
Cory Hardrict,5,55.0,1084,8259.0,3174,1,0,0,0,0,0,0,0,0,0,0
Vanessa Marcil,6,135.0,4930,3365.0,1544,1,0,0,0,0,0,0,0,0,0,0
Tim Sylvia,3,25.0,528,18220.0,246,0,0,1,0,0,0,0,0,0,0,0
Anthony Ogogo,3,15.0,366,30394.0,212,0,0,1,0,0,0,0,0,0,0,0
Elise Christie,3,15.0,35,30394.0,2,0,0,1,0,0,0,0,0,0,0,0
Austin Carlile,3,25.0,345,18355.0,2004,0,0,0,0,0,0,0,1,0,0,0
Chuck Liddell,6,125.0,1724,3672.0,52,0,0,1,0,0,0,0,0,0,0,0
William Hung,4,30.0,507,15315.0,56,0,0,0,0,0,0,0,0,1,0,0
Scott Evans,5,75.0,1944,6127.0,2505,1,0,0,0,0,0,0,0,0,0,0
Jessica Eye,3,25.0,309,18391.0,251,0,0,1,0,0,0,0,0,0,0,0
Laura Slade Wiggins,4,45.0,1057,10218.0,1689,0,0,0,0,0,0,0,0,0,1,0
Sterling Knight,4,50.0,902,9207.0,3433,1,0,0,0,0,0,0,0,0,0,0
Samantha Ronson,4,40.0,888,11521.0,1198,0,0,0,0,0,0,0,1,0,0,0
Brooke Hogan,5,100.0,1528,4620.0,439,0,0,0,0,0,0,0,1,0,0,0
Mark Hunt,6,150.0,1608,3085.0,40,0,0,1,0,0,0,0,0,0,0,0
Ali Cobrin,3,25.0,330,18566.0,5656,1,0,0,0,0,0,0,0,0,0,0
Philip Michael,4,40.0,819,11607.0,4062,1,0,0,0,0,0,0,0,0,0,0
Sarah Hudson,3,15.0,383,30956.0,5932,0,0,0,0,0,0,0,0,0,1,0
Autumn Reeser,5,55.0,1234,8477.0,3234,1,0,0,0,0,0,0,0,0,0,0
Sunny Mabrey,4,30.0,533,15545.0,4991,1,0,0,0,0,0,0,0,0,0,0
Josh Mathews,3,25.0,354,18695.0,338,0,0,1,0,0,0,0,0,0,0,0
Laura Vandervoort,5,75.0,1029,6243.0,2545,1,0,0,0,0,0,0,0,0,0,0
Paul Salas,2,10.0,78,46830.0,9203,0,0,0,0,0,0,0,0,0,1,0
Frank Shamrock,4,35.0,649,13387.0,179,0,0,1,0,0,0,0,0,0,0,0
Forrest Griffin,4,45.0,882,10430.0,141,0,0,1,0,0,0,0,0,0,0,0
Nathan Adrian,4,50.0,248,9388.0,7,0,0,1,0,0,0,0,0,0,0,0
Nate Boyer,3,15.0,283,31329.0,1015,0,0,1,0,0,0,0,0,0,0,0
Natasha Henstridge,5,100.0,1683,4703.0,2043,1,0,0,0,0,0,0,0,0,0,0
Denise Crosby,5,75.0,1883,6282.0,2557,1,0,0,0,0,0,0,0,0,0,0
Colin Egglesfield,4,45.0,1003,10483.0,3768,1,0,0,0,0,0,0,0,0,0,0
Micah Fowler,4,35.0,132,13511.0,2347,0,0,0,0,0,0,0,0,0,1,0
Pamela Des Barres,4,30.0,738,15778.0,393,1,0,0,0,0,0,0,0,0,0,0
Olivia Thirlby,5,75.0,1079,6353.0,2577,1,0,0,0,0,0,0,0,0,0,0
Michael Owen,6,180.0,2790,2651.0,85,0,0,1,0,0,0,0,0,0,0,0
isaiah austin,3,25.0,217,19142.0,531,0,0,1,0,0,0,0,0,0,0,0
Perry Ellis,3,20.0,81,23970.0,665,0,0,1,0,0,0,0,0,0,0,0
Mick Gould,1,2.0,0,239732.0,37654,0,0,0,0,0,0,0,0,0,1,0
Aaron Carter,6,195.0,2231,2460.0,236,0,0,0,0,0,0,0,1,0,0,0
Randy Spears,3,23.0,519,20903.0,179,1,0,0,0,0,0,0,0,0,0,0
Anthony Anderson,6,150.0,2875,3209.0,1490,1,0,0,0,0,0,0,0,0,0,0
Tyler Labine,4,45.0,627,10699.0,3823,1,0,0,0,0,0,0,0,0,0,0
Aaron hall,3,15.0,226,32152.0,3676,0,0,0,0,0,0,0,1,0,0,0
Vanessa Angel,4,35.0,660,13790.0,4580,1,0,0,0,0,0,0,0,0,0,0
Greer Grammer,4,40.0,1441,12072.0,2057,0,0,0,0,0,0,0,0,0,1,0
Shaun Wright-Phillips,5,70.0,1300,6903.0,333,0,0,1,0,0,0,0,0,0,0,0
Scott Grimes,5,75.0,1895,6449.0,2607,1,0,0,0,0,0,0,0,0,0,0
Jack Ashton,4,50.0,413,9675.0,1570,0,0,0,0,0,0,0,0,0,1,0
Chris Gayle,6,125.0,1163,3870.0,9,0,0,1,0,0,0,0,0,0,0,0
Isaiah Washington,5,100.0,3446,4839.0,2092,1,0,0,0,0,0,0,0,0,0,0
Mira Sorvino,6,199.0,3187,2432.0,1167,1,0,0,0,0,0,0,0,0,0,0
Gary Valentine,5,55.0,1040,8801.0,133,0,0,0,0,0,1,0,0,0,0,0
Zulay Henao,4,45.0,500,10773.0,3843,1,0,0,0,0,0,0,0,0,0,0
Kathleen Kinmont,3,20.0,394,24253.0,6813,1,0,0,0,0,0,0,0,0,0,0
Tracy Young,3,20.0,258,24253.0,2719,0,0,0,0,0,0,0,1,0,0,0
Dhinchak Pooja,3,15.0,302,32341.0,126,0,0,0,0,0,0,0,0,1,0,0
Scott Steiner,5,100.0,1337,4852.0,67,0,0,1,0,0,0,0,0,0,0,0
Blake McIver Ewing,3,25.0,446,19442.0,5835,1,0,0,0,0,0,0,0,0,0,0
Lori Beth Denberg,3,25.0,434,19442.0,3557,0,0,0,0,0,0,0,0,0,1,0
Eliza Taylor,6,130.0,2712,3739.0,481,0,0,0,0,0,0,0,0,0,1,0
Sean Gunn,6,119.0,2093,4092.0,1820,1,0,0,0,0,0,0,0,0,0,0
Mike Portnoy,5,60.0,1043,8125.0,820,0,0,0,0,0,0,0,1,0,0,0
Nupur Sharma,2,10.0,2,48767.0,9592,0,0,0,0,0,0,0,0,0,1,0
Kevin Smith,7,300.0,3231,1626.0,810,1,0,0,0,0,0,0,0,0,0,0
Marla Sokoloff,5,75.0,1693,6505.0,2631,1,0,0,0,0,0,0,0,0,0,0
Tom Duquesnoy,2,10.0,54,49014.0,633,0,0,1,0,0,0,0,0,0,0,0
Nicole Eggert,5,80.0,1202,6127.0,2505,1,0,0,0,0,0,0,0,0,0,0
Tanya Roberts,5,100.0,2130,4907.0,2116,1,0,0,0,0,0,0,0,0,0,0
Josh Childress,3,25.0,159,19637.0,540,0,0,1,0,0,0,0,0,0,0,0
Tyler Oakley,5,65.0,547,7562.0,23,0,0,0,0,0,0,0,0,1,0,0
Olivia Olson,4,50.0,814,9832.0,1000,0,0,0,0,0,0,0,1,0,0,0
Joe McFadden,4,40.0,155,12312.0,2107,0,0,0,0,0,0,0,0,0,1,0
Christine Lakin,4,40.0,578,12327.0,4233,1,0,0,0,0,0,0,0,0,0,0
Katarina Waters,3,20.0,190,24722.0,449,0,0,1,0,0,0,0,0,0,0,0
Pete Rose,6,150.0,1871,3298.0,12,0,0,1,0,0,0,0,0,0,0,0
Lindsey Shaw,4,45.0,593,11028.0,1860,0,0,0,0,0,0,0,0,0,1,0
Lee Ryan,4,45.0,326,11045.0,1134,0,0,0,0,0,0,0,1,0,0,0
Bridget Marquardt,5,75.0,1017,6635.0,2665,1,0,0,0,0,0,0,0,0,0,0
Jason Weaver,4,30.0,672,16593.0,5230,1,0,0,0,0,0,0,0,0,0,0
Marisol Nichols,5,100.0,1106,4997.0,2147,1,0,0,0,0,0,0,0,0,0,0
Beth Dover,4,40.0,618,12496.0,2145,0,0,0,0,0,0,0,0,0,1,0
Bas Rutten,5,75.0,1078,6700.0,106,0,0,1,0,0,0,0,0,0,0,0
Barbara Alyn Woods,4,30.0,572,16793.0,5278,1,0,0,0,0,0,0,0,0,0,0
Joey Lawrence,6,150.0,2485,3362.0,1543,1,0,0,0,0,0,0,0,0,0,0
Gary Holt,3,25.0,332,20195.0,2245,0,0,0,0,0,0,0,1,0,0,0
Shiri Appleby,5,75.0,717,6733.0,2694,1,0,0,0,0,0,0,0,0,0,0
