Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers,Actuals,Predictions
Frankie Edgar,$50.01-100.00,85.0,4581,3923.0,56,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
OMAROSA,$50.01-100.00,99.0,1235,3391.0,139,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Boy George,$250.01-500.00,300.0,3595,1126.0,117,0,0,0,0,0,0,0,1,0,0,0,$250.01-500.00,$100.01-250.00
Seth Curry,$100.01-250.00,180.0,5382,1878.0,46,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$250.01-500.00
Samantha Fox,$50.01-100.00,65.0,1388,5203.0,497,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Brian Banks,$50.01-100.00,55.0,1323,6158.0,151,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Elijah Wood,$250.01-500.00,275.0,4556,1233.0,630,1,0,0,0,0,0,0,0,0,0,0,$250.01-500.00,$100.01-250.00
Kevin Nash,$100.01-250.00,105.0,1960,3233.0,49,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Drake Bell,$100.01-250.00,127.0,4304,2674.0,1270,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Tara Reid,$100.01-250.00,150.0,2991,2277.0,1095,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Kiely Williams,$25.01-50.00,33.0,661,10441.0,1070,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$50.01-100.00
Kimber Lee,$10.01-25.00,15.0,387,23021.0,418,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Nolan North,$50.01-100.00,70.0,1502,4948.0,2130,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Danica McKellar,$100.01-250.00,150.0,2755,2318.0,1114,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
David Henrie,$25.01-50.00,50.0,2185,7015.0,2779,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Michelle Carter,$5.01-10.00,10.0,75,35238.0,139,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$25.01-50.00
Erika Christensen,$50.01-100.00,75.0,1306,4703.0,2043,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Vitor Belfort,$50.01-100.00,80.0,1328,4432.0,63,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Kristanna Loken,$50.01-100.00,55.0,1032,6476.0,2619,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Elisabeth Rohm,$25.01-50.00,50.0,1352,7134.0,1083,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Carole Radziwill,$50.01-100.00,75.0,1584,4758.0,1,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Henry Cejudo,$25.01-50.00,50.0,2192,7144.0,111,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Uri Geller,$25.01-50.00,50.0,764,7144.0,1086,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Christopher Lloyd,$250.01-500.00,288.0,6150,1242.0,636,1,0,0,0,0,0,0,0,0,0,0,$250.01-500.00,$250.01-500.00
Cung Le,$10.01-25.00,25.0,451,14333.0,191,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$100.01-250.00
David Otunga,$50.01-100.00,77.0,1105,4654.0,637,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$100.01-250.00
Alexander Vlahos,$25.01-50.00,30.0,512,11974.0,2032,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Frank Grillo,$100.01-250.00,125.0,6288,2874.0,1355,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$250.01-500.00
Abby Lee Miller,$50.01-100.00,99.0,2134,3633.0,465,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Clare Grant,$25.01-50.00,30.0,954,12082.0,4177,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Cardale Jones,$25.01-50.00,45.0,301,8061.0,218,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Mya,$100.01-250.00,150.0,3629,2421.0,1161,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Holly Madison,$50.01-100.00,99.0,1536,3673.0,1668,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Ben Haenow,$10.01-25.00,20.0,118,18220.0,1992,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Garrett Clayton,$25.01-50.00,40.0,647,9156.0,3420,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Soulja Boy,$100.01-250.00,150.0,2131,2443.0,235,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$100.01-250.00
Matthew Wilkas,$10.01-25.00,20.0,157,18429.0,3353,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Thomas Ian Nicholas,$25.01-50.00,40.0,995,9295.0,3453,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Xander Berkeley,$25.01-50.00,50.0,1102,7474.0,2931,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Nivea,$25.01-50.00,40.0,793,9353.0,1497,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Spencer Stone,$25.01-50.00,40.0,408,9388.0,1504,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$100.01-250.00
Annabeth Gish,$50.01-100.00,60.0,1875,6261.0,2553,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Kiera Hogan,$10.01-25.00,15.0,514,25049.0,452,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$100.01-250.00
Larry Holmes,$50.01-100.00,75.0,2401,5027.0,37,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Georges St-Pierre,$250.01-500.00,400.0,6996,945.0,8,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$250.01-500.00
Buster Douglas,$50.01-100.00,60.0,2439,6311.0,50,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Brandon Micheal Hall,$10.01-25.00,25.0,293,15170.0,2683,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Onision,$50.01-100.00,59.0,1593,6462.0,19,0,0,0,0,0,0,0,0,1,0,0,$50.01-100.00,$50.01-100.00
Penn Jillette,$50.01-100.00,99.0,2054,3852.0,1733,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Lolo Jones,$50.01-100.00,57.0,1748,6712.0,4,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Gail Kim,$50.01-100.00,60.0,982,6393.0,106,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Tommy Lee,$250.01-500.00,400.0,4510,959.0,103,0,0,0,0,0,0,0,1,0,0,0,$250.01-500.00,$100.01-250.00
Rachael MacFarlane,$25.01-50.00,50.0,922,7684.0,3004,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Kanika Kapoor,$50.01-100.00,60.0,645,6446.0,961,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Richard Thomas,$50.01-100.00,80.0,2151,4839.0,2092,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Sanjaya Malakar,$10.01-25.00,15.0,183,25863.0,2907,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Jordin Sparks,$50.01-100.00,100.0,2387,3882.0,378,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$100.01-250.00
Gary Dourdan,$50.01-100.00,75.0,1618,5198.0,2214,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Eryk Anders,$25.01-50.00,30.0,192,13014.0,175,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Yuri Lowenthal,$25.01-50.00,49.0,1178,7971.0,3084,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Michael Rapaport,$100.01-250.00,199.0,3520,1966.0,967,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Bo Derek,$100.01-250.00,200.0,10031,1962.0,964,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Michael Beach,$10.01-25.00,25.0,874,15745.0,5039,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Montee Ball,$10.01-25.00,20.0,160,19715.0,588,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Becca Kufrin,$50.01-100.00,75.0,701,5266.0,741,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Kelly Hu,$50.01-100.00,100.0,1960,3954.0,1769,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Uriah Hall,$25.01-50.00,50.0,1733,7922.0,121,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$100.01-250.00
Jon Dorenbos,$25.01-50.00,50.0,247,7934.0,211,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Noel Gugliemi,$25.01-50.00,45.0,894,8845.0,3343,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Fleur East,$50.01-100.00,51.0,235,7817.0,784,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Julie Warner,$10.01-25.00,25.0,634,15952.0,5085,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Bryton James,$10.01-25.00,20.0,828,20029.0,3682,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$50.01-100.00
Ryan Hollins,$10.01-25.00,15.0,201,26776.0,743,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Zoe McLellan,$25.01-50.00,50.0,1105,8061.0,3118,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Nick Diaz,$100.01-250.00,199.0,2070,2026.0,20,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Rikishi,$100.01-250.00,109.0,1566,3702.0,56,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Andy Dick,$50.01-100.00,99.0,2123,4083.0,12,0,0,0,0,0,1,0,0,0,0,0,$50.01-100.00,$250.01-500.00
Robert Griffin III,$100.01-250.00,200.0,824,2023.0,33,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Sam Alvey,$10.01-25.00,20.0,277,20242.0,279,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$100.01-250.00
Billy West,$25.01-50.00,50.0,1570,8101.0,3129,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Jackie Siegel,$10.01-25.00,20.0,382,20282.0,3726,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$50.01-100.00
Erin Cummings,$10.01-25.00,20.0,329,20318.0,6037,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Conrad Ricamora,$25.01-50.00,39.0,1116,10441.0,1738,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Freddy Adu,$50.01-100.00,75.0,1456,5440.0,233,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Danielle Harris,$50.01-100.00,70.0,1119,5831.0,2413,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Chavo Guerrero Jr,$25.01-50.00,39.0,883,10473.0,182,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$100.01-250.00
Stephan Bonnar,$10.01-25.00,20.0,376,20452.0,283,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Jason Sangha,$5.01-10.00,10.0,26,40919.0,319,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Mischa Barton,$100.01-250.00,150.0,2428,2728.0,1289,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Karen Chen,$10.01-25.00,15.0,87,27389.0,54,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Angie Everhart,$25.01-50.00,50.0,1429,8220.0,3167,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Laura Jane Grace,$25.01-50.00,50.0,600,8250.0,1288,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Georgina Haig,$10.01-25.00,20.0,321,20740.0,6127,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Wil Traval,$10.01-25.00,25.0,160,16618.0,2967,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Bianca Ryan,$10.01-25.00,20.0,324,20774.0,2311,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Coco Vandeweghe,$25.01-50.00,50.0,307,8323.0,60,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Kevin Sorbo,$50.01-100.00,80.0,1396,5203.0,2217,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Colin Ford,$10.01-25.00,25.0,419,16651.0,5244,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Brian J. White,$10.01-25.00,25.0,565,16681.0,5252,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Michael Jai White,$100.01-250.00,150.0,2697,2782.0,1313,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Nik Richie,$5.01-10.00,10.0,144,41786.0,8179,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
James Buckley,$25.01-50.00,50.0,966,8372.0,1310,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$100.01-250.00
Anthony Michael Hall,$100.01-250.00,200.0,4487,2093.0,1021,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Gabriel Chavarria,$10.01-25.00,20.0,178,20943.0,6163,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Lio Rush,$25.01-50.00,30.0,432,13968.0,254,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kim Fields,$50.01-100.00,90.0,1172,4660.0,2030,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
John Dodson,$25.01-50.00,35.0,2180,11986.0,160,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Hue Jackson,$50.01-100.00,60.0,196,6992.0,180,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Josh Stewart,$25.01-50.00,50.0,1503,8398.0,3216,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Brett Favre,$250.01-500.00,400.0,2795,1053.0,16,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$100.01-250.00
Lillo Brancato,$25.01-50.00,30.0,1707,14065.0,4643,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Maxim Roy,$5.01-10.00,10.0,180,42345.0,9667,1,0,0,0,0,0,0,0,0,0,0,$5.01-10.00,$25.01-50.00
Todd Herzog,$10.01-25.00,15.0,206,28239.0,5348,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Sam Dekker,$10.01-25.00,25.0,439,16973.0,464,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Jack Osbourne,$50.01-100.00,80.0,3148,5324.0,2250,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
George Sampson,$10.01-25.00,20.0,210,21303.0,6229,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Tricia Helfer,$50.01-100.00,100.0,2919,4261.0,1880,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Michael Johnson,$50.01-100.00,75.0,910,5693.0,91,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Gigi Gorgeous,$50.01-100.00,100.0,808,4272.0,579,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Rick Harrison,$50.01-100.00,99.0,2379,4323.0,1898,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
RiFF RAFF,$50.01-100.00,85.0,940,5036.0,478,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Felicia Day,$50.01-100.00,100.0,1586,4292.0,1888,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Bonner Bolton,$10.01-25.00,25.0,42,17234.0,13,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Kim Richards,$100.01-250.00,125.0,5091,3465.0,1586,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Persia White,$50.01-100.00,70.0,1848,6193.0,2528,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Jay Cutler,$50.01-100.00,75.0,1367,5795.0,3,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Heidi Montag,$50.01-100.00,100.0,1473,4349.0,591,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Chris Sarandon,$50.01-100.00,99.0,2108,4399.0,1929,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Vidya Vox,$50.01-100.00,65.0,546,6712.0,21,0,0,0,0,0,0,0,0,1,0,0,$50.01-100.00,$25.01-50.00
Mark Pellegrino,$25.01-50.00,50.0,1064,8745.0,3311,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Tyler Hansbrough,$25.01-50.00,50.0,431,8764.0,220,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$100.01-250.00
Aiden Jude,$5.01-10.00,7.0,0,62635.0,7444,0,0,0,0,0,0,0,1,0,0,0,$5.01-10.00,$25.01-50.00
John Franklin III,$25.01-50.00,50.0,3110,8773.0,245,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$100.01-250.00
Brad Walsh,$5.01-10.00,9.0,69,48767.0,5714,0,0,0,0,0,0,0,1,0,0,0,$5.01-10.00,$25.01-50.00
Julia Cumming,$5.01-10.00,10.0,48,43925.0,5139,0,0,0,0,0,0,0,1,0,0,0,$5.01-10.00,$25.01-50.00
Ricky Rebel,$5.01-10.00,10.0,54,43925.0,5139,0,0,0,0,0,0,0,1,0,0,0,$5.01-10.00,$25.01-50.00
Michael Biehn,$50.01-100.00,99.0,2349,4439.0,1947,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Angela Griffin,$10.01-25.00,20.0,581,21977.0,599,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Madeline Weinstein,$10.01-25.00,20.0,92,22030.0,4093,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Drew Brees,$500.01-1000.00,550.0,1586,802.0,10,0,0,1,0,0,0,0,0,0,0,0,$500.01-1000.00,$100.01-250.00
Chris Leben,$10.01-25.00,20.0,471,22077.0,305,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Jessica Keenan Wynn,$25.01-50.00,50.0,492,8837.0,3338,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Judson Laipply,$5.01-10.00,10.0,176,44515.0,1413,0,0,0,0,0,1,0,0,0,0,0,$5.01-10.00,$25.01-50.00
Sofia Hayat,$25.01-50.00,33.0,169,13490.0,2343,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Monica Rial,$25.01-50.00,30.0,689,14845.0,2628,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Shannon Moore,$10.01-25.00,20.0,306,22293.0,407,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Matt Hughes,$50.01-100.00,75.0,1968,5952.0,95,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Deep Roy,$25.01-50.00,50.0,1241,8949.0,3367,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
The Game,$250.01-500.00,299.0,2058,1500.0,142,0,0,0,0,0,0,0,1,0,0,0,$250.01-500.00,$100.01-250.00
Jason Earles,$50.01-100.00,70.0,1532,6409.0,2592,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Giuseppe Rossi,$25.01-50.00,45.0,700,9975.0,538,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Brandi Glanville,$50.01-100.00,100.0,4086,4495.0,612,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Jason David Frank,$50.01-100.00,85.0,1103,5290.0,83,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Danny Worsnop,$25.01-50.00,30.0,508,15021.0,1585,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$50.01-100.00
Samuel Larsen,$10.01-25.00,15.0,960,30048.0,3424,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Kel Mitchell,$50.01-100.00,99.0,1514,4555.0,1986,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Larry Manetti,$10.01-25.00,20.0,674,22607.0,6476,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Michael Carter-Williams,$25.01-50.00,50.0,660,9051.0,231,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$100.01-250.00
Nikki Blonsky,$25.01-50.00,40.0,640,11321.0,4003,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Lance Armstrong,$250.01-500.00,300.0,4089,1510.0,1,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$25.01-50.00
Taylor Cole,$25.01-50.00,50.0,983,9061.0,3401,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Cory Hardrict,$50.01-100.00,55.0,1084,8259.0,3174,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Vanessa Marcil,$100.01-250.00,135.0,4930,3365.0,1544,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Tim Sylvia,$10.01-25.00,25.0,528,18220.0,246,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$100.01-250.00
Anthony Ogogo,$10.01-25.00,15.0,366,30394.0,212,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Elise Christie,$10.01-25.00,15.0,35,30394.0,2,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Austin Carlile,$10.01-25.00,25.0,345,18355.0,2004,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Chuck Liddell,$100.01-250.00,125.0,1724,3672.0,52,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
William Hung,$25.01-50.00,30.0,507,15315.0,56,0,0,0,0,0,0,0,0,1,0,0,$25.01-50.00,$25.01-50.00
Scott Evans,$50.01-100.00,75.0,1944,6127.0,2505,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Jessica Eye,$10.01-25.00,25.0,309,18391.0,251,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Laura Slade Wiggins,$25.01-50.00,45.0,1057,10218.0,1689,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Sterling Knight,$25.01-50.00,50.0,902,9207.0,3433,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Samantha Ronson,$25.01-50.00,40.0,888,11521.0,1198,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$50.01-100.00
Brooke Hogan,$50.01-100.00,100.0,1528,4620.0,439,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Mark Hunt,$100.01-250.00,150.0,1608,3085.0,40,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Ali Cobrin,$10.01-25.00,25.0,330,18566.0,5656,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Philip Michael,$25.01-50.00,40.0,819,11607.0,4062,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Sarah Hudson,$10.01-25.00,15.0,383,30956.0,5932,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Autumn Reeser,$50.01-100.00,55.0,1234,8477.0,3234,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Sunny Mabrey,$25.01-50.00,30.0,533,15545.0,4991,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Josh Mathews,$10.01-25.00,25.0,354,18695.0,338,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Laura Vandervoort,$50.01-100.00,75.0,1029,6243.0,2545,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Paul Salas,$5.01-10.00,10.0,78,46830.0,9203,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$25.01-50.00
Frank Shamrock,$25.01-50.00,35.0,649,13387.0,179,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Forrest Griffin,$25.01-50.00,45.0,882,10430.0,141,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$100.01-250.00
Nathan Adrian,$25.01-50.00,50.0,248,9388.0,7,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Nate Boyer,$10.01-25.00,15.0,283,31329.0,1015,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Natasha Henstridge,$50.01-100.00,100.0,1683,4703.0,2043,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Denise Crosby,$50.01-100.00,75.0,1883,6282.0,2557,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Colin Egglesfield,$25.01-50.00,45.0,1003,10483.0,3768,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Micah Fowler,$25.01-50.00,35.0,132,13511.0,2347,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
Pamela Des Barres,$25.01-50.00,30.0,738,15778.0,393,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Olivia Thirlby,$50.01-100.00,75.0,1079,6353.0,2577,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
